X,Y,Hectare,Shift,Date,Age,Primary Fur Color,Highlight Fur Color,Location,Above Ground Sighter Measurement,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Hectare_Squirrel_Count
-73.97023489828,40.77732954191,15D,PM,2018-10-17,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,6.0
-73.96860560853,40.77816584249,16E,AM,2018-10-14,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,True,False,False,10.0
-73.95221423604,40.79495984867,39H,PM,2018-10-13,Juvenile,Gray,"Cinnamon, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,3.0
-73.95765899975,40.79727518774,39C,PM,2018-10-06,Adult,Gray,None,Above Ground,50.0,False,False,True,False,False,False,False,False,False,False,False,False,False,4.0
-73.96379468787,40.79157004469,31A,AM,2018-10-10,Adult,Gray,White,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,5.0
-73.9710991124,40.77238897266,09F,PM,2018-10-14,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,8.0
-73.96382703313,40.78104500652,21G,PM,2018-10-07,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,4.0
-73.97560150058,40.76700903277,02F,AM,2018-10-06,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,5.0
-73.96496325508,40.7809187762,20F,PM,2018-10-07,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,True,False,True,False,14.0
-73.95721920434,40.79315290598,35E,PM,2018-10-06,Adult,Gray,"Cinnamon, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,7.0
-73.97123088644,40.77145348474,09G,AM,2018-10-07,Adult,Gray,White,Above Ground,15.0,False,False,False,False,False,False,False,False,False,False,False,True,False,4.0
-73.97586761443,40.77016715819,05D,PM,2018-10-18,Adult,Gray,White,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,7.0
-73.96905885655,40.7766356227,14F,PM,2018-10-12,Adult,Cinnamon,"Gray, White",Ground Plane,0.0,False,False,False,True,True,False,False,False,False,True,False,True,False,9.0
-73.9638463398,40.78340517162,23F,AM,2018-10-18,Adult,Cinnamon,Gray,Above Ground,30.0,False,False,True,False,False,False,False,False,False,False,False,True,False,1.0
-73.95976427784,40.79763680039,39A,PM,2018-10-14,Adult,Gray,White,Ground Plane,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0
-73.9745691353,40.77710355893,13A,PM,2018-10-14,Adult,Gray,Cinnamon,Above Ground,6.0,False,False,True,False,False,False,False,False,False,False,False,False,True,4.0
-73.97487064156,40.77441749651,10B,AM,2018-10-06,Juvenile,Gray,Cinnamon,Above Ground,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,4.0
-73.95972059663,40.79694095101,38B,AM,2018-10-19,Adult,Gray,White,Ground Plane,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,5.0
-73.97108658809,40.77197032352,09G,PM,2018-10-07,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,6.0
-73.95853564077,40.7982737897,40B,AM,2018-10-19,Juvenile,Gray,White,Ground Plane,0.0,True,True,False,False,False,False,False,False,False,True,False,False,False,9.0
-73.95877018015,40.79341239415,35D,PM,2018-10-13,Juvenile,Gray,White,Ground Plane,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
-73.97072740558,40.77238890804,10G,PM,2018-10-17,Adult,Gray,None,Ground Plane,0.0,False,True,False,False,False,False,False,False,False,False,False,True,False,10.0
-73.97200650666,40.77640437829,13C,AM,2018-10-10,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,4.0
-73.96180646392,40.79215844004,32C,PM,2018-10-13,Adult,Gray,None,Ground Plane,0.0,True,False,False,False,True,False,False,False,False,True,True,False,False,13.0
-73.95544323933,40.79456690544,37F,PM,2018-10-14,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,3.0
-73.96137805225,40.79078619711,31D,PM,2018-10-06,Adult,Gray,None,Above Ground,30.0,False,False,False,True,False,False,False,False,False,False,False,True,False,4.0
-73.96469014323,40.77599586968,15I,PM,2018-10-12,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,7.0
-73.96908283252,40.78180381723,19C,PM,2018-10-18,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,8.0
-73.97087758644,40.77247363354,10F,PM,2018-10-19,Adult,Black,White,Ground Plane,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,12.0
-73.9691050656,40.78081395382,18C,PM,2018-10-18,Adult,Black,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,9.0
-73.97684346351,40.77284940387,07B,AM,2018-10-08,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,15.0
-73.95538118104,40.79708950079,40E,AM,2018-10-14,Adult,Gray,White,Ground Plane,0.0,True,False,False,False,True,False,False,False,False,True,False,True,False,4.0
-73.95884684131,40.7963852299,38B,AM,2018-10-19,Adult,Gray,None,Above Ground,28.0,False,False,True,False,False,False,True,False,False,False,False,False,False,5.0
-73.9788138173,40.76930017548,03B,AM,2018-10-10,Juvenile,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,10.0
-73.97001620341,40.78152774796,19B,AM,2018-10-19,Juvenile,Gray,"Cinnamon, White",Ground Plane,0.0,True,False,False,True,False,False,False,False,False,False,False,True,True,2.0
-73.95705287704,40.79909738041,41B,AM,2018-10-10,Adult,Cinnamon,"Gray, White",Above Ground,10.0,False,False,False,False,False,True,False,False,True,False,True,False,False,11.0
-73.97354895379,40.76812579115,04G,AM,2018-10-06,Adult,Gray,White,Above Ground,12.0,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
-73.96955079652,40.77430704234,12F,PM,2018-10-07,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,15.0
-73.97871050697,40.76937081339,03B,AM,2018-10-10,Juvenile,Gray,Cinnamon,Above Ground,10.0,False,False,True,False,False,False,False,False,False,False,False,True,False,10.0
-73.9651654888,40.7777806007,17H,PM,2018-10-07,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,2.0
-73.95376912988,40.79412725998,38G,PM,2018-10-20,Adult,Gray,Cinnamon,Ground Plane,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,11.0
-73.97648399731,40.7691725327,04D,PM,2018-10-08,Adult,Cinnamon,"Gray, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,14.0
-73.97377736133,40.7673662611,03G,PM,2018-10-13,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,3.0
-73.96579697897,40.77604028428,15H,PM,2018-10-08,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,7.0
-73.96793363418,40.77541865796,14G,PM,2018-10-13,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0
-73.97611070654,40.76964206029,05D,AM,2018-10-20,Adult,Gray,None,Above Ground,30.0,False,False,False,False,True,False,False,False,False,False,False,False,False,4.0
-73.97716146866,40.77096779832,05C,AM,2018-10-06,Adult,Cinnamon,White,Above Ground,10.0,True,False,True,True,False,False,False,False,False,False,False,True,False,7.0
-73.95107475863,40.7973106834,42H,AM,2018-10-19,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,2.0
-73.95980158428,40.79735227442,38A,PM,2018-10-13,Adult,Gray,Cinnamon,Above Ground,5.0,False,False,True,False,False,False,False,False,False,False,False,True,False,5.0
-73.97187291017,40.77036926214,07G,PM,2018-10-18,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,7.0
-73.96387745795,40.79135321291,31A,AM,2018-10-10,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,True,False,False,False,True,True,False,True,False,5.0
-73.96795381633,40.78371036969,22C,AM,2018-10-13,Juvenile,Cinnamon,Gray,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,False,False,True,3.0
-73.9564724104,40.79360555082,36F,PM,2018-10-12,Adult,Gray,White,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,7.0
-73.97708244123,40.77099613095,05C,AM,2018-10-06,Adult,Gray,Cinnamon,Above Ground,15.0,False,False,True,False,False,False,False,False,False,False,False,True,False,7.0
-73.96776461872,40.77464928063,13H,PM,2018-10-10,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,9.0
-73.97107601969,40.77255060068,10F,PM,2018-10-19,Juvenile,Gray,Cinnamon,Ground Plane,0.0,True,False,False,False,False,False,False,False,False,True,False,False,True,12.0
-73.97112984911,40.76769026035,05I,PM,2018-10-08,Adult,Black,Cinnamon,Above Ground,15.0,False,False,True,True,False,False,False,False,True,False,False,False,False,2.0
-73.97027558051,40.77835477952,16D,PM,2018-10-10,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,13.0
-73.96388371603,40.78097479008,21G,AM,2018-10-14,Adult,Gray,White,Above Ground,5.0,False,True,True,False,False,False,False,False,False,False,False,False,False,7.0
-73.96836748516,40.78384726448,22B,PM,2018-10-14,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,7.0
-73.97725765612,40.7679895094,03D,AM,2018-10-06,Adult,Cinnamon,Gray,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,True,False,False,8.0
-73.95196399188,40.79499117024,39H,AM,2018-10-07,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,4.0
-73.9754270369,40.77024115023,06D,PM,2018-10-20,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,6.0
-73.97123273085,40.77487029092,12E,PM,2018-10-18,Juvenile,Cinnamon,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,6.0
-73.97123187126,40.77730530997,14D,PM,2018-10-19,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,16.0
-73.97612099454,40.76824045289,03E,PM,2018-10-08,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,9.0
-73.9671816122,40.77877522871,17F,PM,2018-10-20,Adult,Gray,Cinnamon,Above Ground,35.0,False,False,True,True,False,False,False,False,False,False,False,False,False,6.0
-73.96657091467,40.78393843186,22D,PM,2018-10-12,Adult,Gray,"Black, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,7.0
-73.97702735535,40.77323994636,08A,AM,2018-10-13,Juvenile,Gray,None,Above Ground,3.0,True,True,True,True,False,False,False,False,False,False,True,False,False,6.0
-73.97370917078,40.77137325675,07E,AM,2018-10-06,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,6.0
-73.95205924963,40.79750762998,42G,PM,2018-10-14,Adult,Cinnamon,Gray,Above Ground,4.0,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0
-73.96384226615,40.78873408678,28C,PM,2018-10-06,Adult,Gray,None,Ground Plane,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.0
-73.97756817315,40.76764211903,02D,AM,2018-10-07,Adult,Gray,None,Above Ground,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,6.0
-73.95981553009,40.7905887827,32E,AM,2018-10-07,Adult,Black,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,14.0
-73.97286607796,40.77532945256,12C,AM,2018-10-13,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,3.0
-73.97241624297,40.77142602366,08F,PM,2018-10-12,Adult,Gray,None,Above Ground,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
-73.97314980649,40.76599631966,02H,AM,2018-10-06,Adult,Gray,"Cinnamon, White",Ground Plane,0.0,False,True,True,False,False,False,False,False,False,False,True,False,False,3.0
-73.95278081745,40.79241672344,36I,AM,2018-10-17,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,False,False,True,8.0
-73.9624184586,40.79215248682,32B,AM,2018-10-17,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,True,True,True,4.0
-73.95683430932,40.79494013509,37E,PM,2018-10-06,Adult,Cinnamon,"Gray, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,9.0
-73.97414013778,40.77581342579,12B,AM,2018-10-07,Adult,Gray,Cinnamon,Ground Plane,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,2.0
-73.97535742799,40.76832116943,04E,PM,2018-10-08,Adult,Gray,None,Ground Plane,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,8.0
-73.97372660709,40.77863383799,14A,PM,2018-10-14,Adult,Gray,"Cinnamon, White",Ground Plane,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True,8.0
-73.9678956569,40.77674095973,15F,PM,2018-10-10,Adult,Gray,None,Above Ground,3.0,True,False,False,False,False,False,False,False,False,False,False,False,True,7.0
-73.97609422524,40.77420356742,09B,PM,2018-10-13,Juvenile,Gray,White,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,10.0
-73.97584649051,40.77259574088,08C,PM,2018-10-13,Adult,Gray,White,Ground Plane,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,8.0
-73.97670805122,40.77177087942,06B,PM,2018-10-17,Adult,Gray,Cinnamon,Ground Plane,0.0,True,True,False,False,True,False,False,False,False,False,False,False,False,7.0
-73.97602564776,40.77035731314,05D,AM,2018-10-20,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,True,False,True,False,False,False,False,False,False,False,False,4.0
-73.95931266957,40.79753337016,39B,AM,2018-10-18,Adult,Gray,None,Above Ground,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0
-73.95902366021,40.79826324569,40A,AM,2018-10-10,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,True,False,False,True,True,4.0
-73.97547788085,40.76856190298,04E,AM,2018-10-20,Adult,Gray,"Cinnamon, White",Above Ground,7.0,False,False,True,False,False,False,False,False,False,False,False,True,False,4.0
-73.95976487758,40.79034430297,32E,AM,2018-10-07,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,14.0
-73.95894143392,40.79070738883,32E,PM,2018-10-17,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,False,False,True,16.0
-73.97798056681,40.76809315668,02D,PM,2018-10-12,Adult,Gray,"Cinnamon, White",Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,True,False,False,2.0
-73.97331176635,40.76945846201,06F,PM,2018-10-08,Adult,Cinnamon,White,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,6.0
-73.97517294037,40.77432841231,10B,PM,2018-10-14,Adult,Gray,White,Above Ground,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,5.0
-73.97863392957,40.76849186386,03C,PM,2018-10-08,Adult,Cinnamon,"Gray, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,2.0
-73.9726747666,40.77030226693,07F,AM,2018-10-08,Adult,Gray,Cinnamon,Ground Plane,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,17.0
-73.97707185868,40.77297523914,07B,AM,2018-10-08,Adult,Gray,None,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,15.0
-73.95708175791,40.79642210879,38D,AM,2018-10-17,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,6.0
-73.97442066878,40.77496285975,10C,PM,2018-10-13,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,False,True,False,4.0
-73.97197355825,40.76930451336,06G,PM,2018-10-20,Adult,Gray,None,Ground Plane,0.0,True,True,False,False,False,False,False,False,False,False,False,True,False,4.0
-73.95896270566,40.78475915585,26I,PM,2018-10-10,Adult,Gray,Cinnamon,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,True,False,True,False,6.0
-73.97622466002,40.77516407765,10A,AM,2018-10-06,Juvenile,Cinnamon,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,4.0
-73.98006691158,40.76768251344,01B,AM,2018-10-12,Adult,Cinnamon,None,Above Ground,2.0,False,True,True,False,False,False,False,False,False,False,False,True,False,17.0
-73.97679812431,40.77413165741,09A,PM,2018-10-10,Adult,Cinnamon,None,Above Ground,20.0,True,False,True,False,False,False,False,False,False,False,False,True,False,4.0
-73.97733170545,40.76840359968,03D,AM,2018-10-06,Juvenile,Cinnamon,Gray,Ground Plane,0.0,True,False,True,False,False,False,False,False,False,False,True,False,False,8.0
-73.95343334256,40.79325641633,37H,AM,2018-10-18,Adult,Gray,White,Above Ground,10.0,False,False,False,True,False,False,True,False,False,False,False,False,True,4.0
-73.97269580705,40.77060961263,07F,AM,2018-10-08,Adult,Gray,None,Above Ground,20.0,False,False,True,False,False,False,False,False,False,False,False,True,False,17.0
-73.97843611793,40.77247692424,06A,AM,2018-10-06,Adult,Gray,"Cinnamon, White",Above Ground,15.0,False,False,True,False,False,True,False,False,False,False,False,False,False,8.0
-73.95528611552,40.78897393187,32I,AM,2018-10-13,Adult,Cinnamon,Gray,Above Ground,3.0,False,False,True,False,True,False,False,False,True,False,False,True,False,6.0
-73.97128762342,40.76958855307,07H,PM,2018-10-06,Adult,Gray,None,Above Ground,25.0,True,False,True,True,True,False,False,False,False,False,False,True,False,10.0
-73.97710691815,40.7670538215,02E,PM,2018-10-14,Adult,Cinnamon,Gray,Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,5.0
-73.96987147434,40.77438146617,12F,AM,2018-10-20,Adult,Gray,None,Ground Plane,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,6.0
-73.96910949423,40.77676039286,14E,AM,2018-10-08,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,23.0
-73.97864810095,40.76973728119,04B,PM,2018-10-18,Adult,Gray,None,Ground Plane,0.0,False,False,False,True,False,False,False,False,False,False,True,False,False,5.0
-73.97547422951,40.76969983272,05E,PM,2018-10-12,Adult,Cinnamon,"Gray, White",Ground Plane,0.0,False,False,False,True,True,False,False,False,False,False,False,True,False,6.0
-73.96810727677,40.7768612676,15F,AM,2018-10-07,Adult,Cinnamon,White,Above Ground,20.0,False,False,True,False,True,False,False,False,False,False,False,False,True,10.0
-73.95914003662,40.78917085993,31F,PM,2018-10-07,Adult,Gray,White,Ground Plane,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
-73.97671916297,40.77307862987,08B,PM,2018-10-12,Adult,Gray,"Cinnamon, White",Ground Plane,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,9.0
